contas,nomenclatura_estrutura
Baixa de Ativo p/ Sucata/ Obsoleto,OUTRAS RECEITAS/DESPESAS
Baixa de Ativo p/ Roubo / Furto / Extravio,OUTRAS RECEITAS/DESPESAS
Ajuste de Inventário,OUTRAS RECEITAS/DESPESAS
Prestação de serviços - 2,RECEITAS BRUTAS
Participação nos Lucros-PLR,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Outras Remuneração,(-) CUSTOS DOS SERVIÇOS PRESTADOS
FGTS Parte da Empresa,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Auxilio Alimentação,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Vale Compra/Supermercado,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Auxilio Transporte,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Lanches e Refeicões,(-) CUSTOS DOS SERVIÇOS PRESTADOS
MATERIAL DE CONSUMO,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Materiais de manutenção e Cons. de Equip.,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Impressos e Materais de Escritório,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Serviços Profissionais Contratados-PJ,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Serviços Profissionais Contratados-PF,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Correios/Malotes,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Móveis e Utensilios não Imobilizados,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Manutenção e Conservação de Equipamentos,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Despesas Hospedagem,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Perdas no Recebimento de Créditos,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Cópias/ Autenticações,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Depreciação de Móveis e Utensilios,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Férias pagas,(-) DESPESAS ADMINISTRATIVAS
Adicional de férias,(-) DESPESAS ADMINISTRATIVAS
Material p/Sistema de Monitoramento,(-) DESPESAS ADMINISTRATIVAS
Juros de clientes,OUTRAS RECEITAS/DESPESAS
Prestação de Outros Serviços,RECEITAS BRUTAS
Prestação de Serviços Extras Outros Serviços,RECEITAS BRUTAS
Baixa Titulos Incobráveis,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Adicional p/Tempo de Serviço,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Prêmio/Bônus,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Bolsa auxilio à Estagiários,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Provisão Férias e Encargos Sociais,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Provisão p/13º Salário e Encargos Sociais,(-) CUSTOS DOS SERVIÇOS PRESTADOS
FGTS s/Indenizações,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Materiais de Manutenção e Conservação de Equipamentos,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Acessórios p/Máquinas e Equipamentos,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Higienização de Uniformes/EPI`s,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Seguro de Veículo,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Outros Gastos c/Veículos,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Contas telefônicas,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Energia elétrica,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Água,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Gás,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Outros Custos Alocáveis,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Taxas/Emolumentos e Credenciais,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Outros Custos Indedutíveis,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Processos Trabalhistas,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Despesas c/Refeições,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Despesas c/Locomoção/Kilometragem/Passagens,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Despesas c/Hospedagem,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Aluguel de Imóvel PJ,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Serviços de profissionais contratados PJ,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Correios e Malotes,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Seguro de riscos diversos,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Indenizações de Sinistros,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Nextel,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Contribuição sindical patronal,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Quebra de Caixa,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Comunicação,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Seguro Fiança,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Copa e Cozinha,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Cópias e autenticações,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Multas de Trânsito,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Multas por Infrações,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Juros de Fornecedores,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Juros s/Impostos,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Baixa de Títulos Incobráveis,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Brindes,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Feiras & Eventos,(-) CUSTOS DOS SERVIÇOS PRESTADOS
IPTU,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Motoboy,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Depreciação de Equipamentos (Acelerada),(-) CUSTOS DOS SERVIÇOS PRESTADOS
Depreciação de Computadores e Periféricos (Acelerada),(-) CUSTOS DOS SERVIÇOS PRESTADOS
Depreciação de Veículos (Acelerada),(-) CUSTOS DOS SERVIÇOS PRESTADOS
Manutenção de Equipamentos (Acelerada),(-) CUSTOS DOS SERVIÇOS PRESTADOS
Manutenção de Móveis e Utensilios (Acelerada),(-) CUSTOS DOS SERVIÇOS PRESTADOS
Manutenção de Computadores e Periféricos (Acelerada),(-) CUSTOS DOS SERVIÇOS PRESTADOS
Manutenção de Veículos (Acelerada),(-) CUSTOS DOS SERVIÇOS PRESTADOS
Amortização de Benfeitorias,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Processo Trabalhista Rescisório,(-) DESPESAS ADMINISTRATIVAS
Refeições,(-) DESPESAS ADMINISTRATIVAS
Juros de Fornecedores,(-) DESPESAS FINANCEIRAS
Depreciação de equipamentos Acelerada,(-) DESPESAS ADMINISTRATIVAS
Depreciação de móveis e utensílios Acelerada,(-) DESPESAS ADMINISTRATIVAS
Depreciação de computadores e periféricos Acelerada,(-) DESPESAS ADMINISTRATIVAS
Depreciação de veículos Acelerada,(-) DESPESAS ADMINISTRATIVAS
Manutenção de equipamentos Acelerada,(-) DESPESAS ADMINISTRATIVAS
Manutenção de computadores Acelerada,(-) DESPESAS ADMINISTRATIVAS
Manutenção de veículos Acelerada,(-) DESPESAS ADMINISTRATIVAS
Adicional de férias,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Sinistros/Roubos,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Cópias/Autenticações,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Comissão sobre Leilão,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Impostos e Taxas,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Prestação de Outros Serviços,RECEITAS BRUTAS
Prestação de Serviços Extras Outros Serviços,RECEITAS BRUTAS
Prestação de Serviços Locação de Eletrônica,(-) DEDUÇÕES DA RECEITA
Material de Manutenção e Conservação Predial,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Participação nos Lucros- PLR,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Material de Informática,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Despesas com Refeições,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Despesas Locomoção/Kilometragem/Passagens,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Hospedagem,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Telefonia Móvel,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Sinistro/avarias/Roubos,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Patrocínio,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Fretamento,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Provisão Para Crédito de Liquidação Duvidosa,(-) DESPESAS ADMINISTRATIVAS
REVENDA DE MERCADORIAS - ELETRONICA,RECEITAS BRUTAS
PREST.DE SERVICOS DE INSTALACAO,RECEITAS BRUTAS
PREST.DE SERV. DE MONIT. C/MAO DE OBRA,RECEITAS BRUTAS
PREST.DE SERV.DE MONIT. S/ MAO DE OBRA,RECEITAS BRUTAS
PREST. DE SERV. DE RASTREAMENTO,RECEITAS BRUTAS
PREST. DE SERV. DE MANUT. PREVENTIVA,RECEITAS BRUTAS
PREST.DE SERV. DE MANUT. CORRETIVA,RECEITAS BRUTAS
PREST. DE SERV. DE LOCACAO ELETRONICA,RECEITAS BRUTAS
PREST. DE OUTROS SERVICOS,(-) DEDUÇÕES DA RECEITA
PREST. DE SERV. DE INSTALACAO,(-) DEDUÇÕES DA RECEITA
PREST. DE SERV.DE MONIT.C/ MAO DE OBRA,(-) DEDUÇÕES DA RECEITA
PREST. DE SERV. DE MONIT.S/MAO DE OBRA,(-) DEDUÇÕES DA RECEITA
PREST. DE SERV. DE RASTREAMENTO,(-) DEDUÇÕES DA RECEITA
PREST. DE SERV. DE MANUT. PREVENTIVA,(-) DEDUÇÕES DA RECEITA
PREST. DE SERV. DE MANUT. CORRETIVA,(-) DEDUÇÕES DA RECEITA
PREST. DE OUTROS SERVICOS,(-) DEDUÇÕES DA RECEITA
PREST. DE SERV. DE INSTALACOES,(-) DEDUÇÕES DA RECEITA
PREST. DE SERV. DE MONIT. C/ MAO DE OBRA,(-) DEDUÇÕES DA RECEITA
PREST. DE SERV. DE MONIT. S/ MAO DE OBRA,(-) DEDUÇÕES DA RECEITA
PREST. DE SERV. DE RASTREAMENTO,(-) DEDUÇÕES DA RECEITA
PREST. DE SERV. DE MANUT. PREVENTIVA,(-) DEDUÇÕES DA RECEITA
PREST. DE SERV. DE MANUT. CORRETIVA,(-) DEDUÇÕES DA RECEITA
PREST. DE SERV. DE LOCACAO ELETRONICA,(-) DEDUÇÕES DA RECEITA
REVENDA DE MERCADORIA - ELETRONICA,(-) DEDUÇÕES DA RECEITA
PREST. DE OUTROS SERVICOS,(-) DEDUÇÕES DA RECEITA
PREST. DE SERV. DE INSTALACOES,(-) DEDUÇÕES DA RECEITA
PREST. DE SERV.DE MONIT.C/MAO DE OBRA,(-) DEDUÇÕES DA RECEITA
PREST. DE SERV.DE MONIT.S/ MAO DE OBRA,(-) DEDUÇÕES DA RECEITA
PREST. DE SERV.DE RASTREAMENTO,(-) DEDUÇÕES DA RECEITA
PREST. DE SERV. DE MANUT. PREVENTIVA,(-) DEDUÇÕES DA RECEITA
PREST. DE SERV. DE MANUT. CORRETIVA,(-) DEDUÇÕES DA RECEITA
PREST. DE SERV. DE LOCACAO ELETRONICA,(-) DEDUÇÕES DA RECEITA
REVENDA DE MERCADORIA - ELETRONICA,(-) DEDUÇÕES DA RECEITA
ICM - REVENDA DE MERC. - ELETRONICA,(-) DEDUÇÕES DA RECEITA
PREST. DE OUTRO SERVICOS,(-) DEDUÇÕES DA RECEITA
MERCADORIAS ELETRONICA PARA REVENDA,(-) DEDUÇÕES DA RECEITA
PREST. SERV. MONITORAMENTO COM M.O.,(-) DEDUÇÕES DA RECEITA
PREST. SERV. MONITORAMENTO S/ M.O.,(-) DEDUÇÕES DA RECEITA
PRESTACAO DE SERVICOS DE RASTREAMENTO,(-) DEDUÇÕES DA RECEITA
PREST. SERV. MANUTENCAO PREVENTIVA,(-) DEDUÇÕES DA RECEITA
PRESTACAO DE SERVICOS DE LOCACAO ELETRON,(-) DEDUÇÕES DA RECEITA
ABATIMENTOS E DESCONTOS CONCEDIDOS,(-) DEDUÇÕES DA RECEITA
SALARIOS E ORDENADOS,(-) CUSTOS DOS SERVIÇOS PRESTADOS
AVISO PREVIO,(-) CUSTOS DOS SERVIÇOS PRESTADOS
INDENIZACOES,(-) CUSTOS DOS SERVIÇOS PRESTADOS
PROVISAO DE FERIAS,(-) CUSTOS DOS SERVIÇOS PRESTADOS
PROVISAO DE 13 SALARIO,(-) CUSTOS DOS SERVIÇOS PRESTADOS
COMISSOES,(-) CUSTOS DOS SERVIÇOS PRESTADOS
FGTS - EMPRESA,(-) CUSTOS DOS SERVIÇOS PRESTADOS
FGTS - MULTA 50 %,(-) CUSTOS DOS SERVIÇOS PRESTADOS
PROVISAO FGTS S/ FERIAS,(-) CUSTOS DOS SERVIÇOS PRESTADOS
PROVISAO FGTS S/ 13 SALARIO,(-) CUSTOS DOS SERVIÇOS PRESTADOS
INSS - SALARIO - EMPRESA,(-) CUSTOS DOS SERVIÇOS PRESTADOS
PROVISAO INSS S/ 13 SALARIO,(-) CUSTOS DOS SERVIÇOS PRESTADOS
PROVISAO INSS S/ FERIAS,(-) CUSTOS DOS SERVIÇOS PRESTADOS
ASSISTENCIA MEDICA,(-) CUSTOS DOS SERVIÇOS PRESTADOS
ALIMENTACAO (PAT),(-) CUSTOS DOS SERVIÇOS PRESTADOS
REFEICOES (REFEITORIO),(-) CUSTOS DOS SERVIÇOS PRESTADOS
VALE TRANSPORTE,(-) CUSTOS DOS SERVIÇOS PRESTADOS
TREINAMENTO,(-) CUSTOS DOS SERVIÇOS PRESTADOS
TAXA ADMINISTRATIVA BENEFICIOS,(-) CUSTOS DOS SERVIÇOS PRESTADOS
EXAMES PERIODICOS,(-) CUSTOS DOS SERVIÇOS PRESTADOS
MATERIAL DE REVENDA,(-) CUSTOS DOS SERVIÇOS PRESTADOS
MATERIAL DE USO NA PRESTACAO DE SERVICOS,(-) CUSTOS DOS SERVIÇOS PRESTADOS
MATERIAL DE LIMPEZA,(-) CUSTOS DOS SERVIÇOS PRESTADOS
MATERIAL PARA JARDINAGEM,(-) CUSTOS DOS SERVIÇOS PRESTADOS
MATERIAL PARA MANUTENCAO,(-) CUSTOS DOS SERVIÇOS PRESTADOS
MATERIAL DE SEGURANCA - EPI,(-) CUSTOS DOS SERVIÇOS PRESTADOS
ACESSORIOS PARA MAQ. E EQUIPAMENTOS,(-) CUSTOS DOS SERVIÇOS PRESTADOS
IMPRESSOS E MATERIAIS DE ESCRITORIO,(-) CUSTOS DOS SERVIÇOS PRESTADOS
SERV. PROF. CONTRATADOS (PJ),(-) CUSTOS DOS SERVIÇOS PRESTADOS
SERV. PROF. CONTRATADOS (PF),(-) CUSTOS DOS SERVIÇOS PRESTADOS
SERV. PROF. CONTRATADOS ENG. (PJ),(-) CUSTOS DOS SERVIÇOS PRESTADOS
SERV. PROF.CONTRATADOS INFORM. (PJ),(-) CUSTOS DOS SERVIÇOS PRESTADOS
SERV. PROF. CONTRATADOS MOTOBOY (PJ),(-) CUSTOS DOS SERVIÇOS PRESTADOS
FRETES E CARRETOS (PJ) - SIMPLES,(-) CUSTOS DOS SERVIÇOS PRESTADOS
ALUGUEL MAQUINAS E EQUIPAMENTOS,(-) CUSTOS DOS SERVIÇOS PRESTADOS
COMBUSTIVEL (GAS. E ALCOOL) - FROTA,(-) CUSTOS DOS SERVIÇOS PRESTADOS
COMBUST (GAS. E ALCOOL) - VEIC. APOIO,(-) CUSTOS DOS SERVIÇOS PRESTADOS
CONSERTO E MONTAGEM DE PNEUS,(-) CUSTOS DOS SERVIÇOS PRESTADOS
CONSERVACAO E MANUTENCAO,(-) CUSTOS DOS SERVIÇOS PRESTADOS
DESPESAS C/ MONITORAMENTO,(-) CUSTOS DOS SERVIÇOS PRESTADOS
IPVA - FROTA,(-) CUSTOS DOS SERVIÇOS PRESTADOS
LOCACAO DE VEICULOS,(-) CUSTOS DOS SERVIÇOS PRESTADOS
PEDAGIO,(-) CUSTOS DOS SERVIÇOS PRESTADOS
DEPRECIACAO FISCAL VEICULOS,(-) CUSTOS DOS SERVIÇOS PRESTADOS
DEPRECIACAO FISCAL OUTROS BENS,(-) CUSTOS DOS SERVIÇOS PRESTADOS
DEPRECIACAO FISCAL MOVEIS E UTENSILIOS,(-) CUSTOS DOS SERVIÇOS PRESTADOS
DEPRECIACAO FISCAL COMPUTADORES,(-) CUSTOS DOS SERVIÇOS PRESTADOS
DEPRECIACAO FISCAL MAQUINAS,(-) CUSTOS DOS SERVIÇOS PRESTADOS
AMORTIZACOES,(-) CUSTOS DOS SERVIÇOS PRESTADOS
AGUA E ESGOTO,(-) CUSTOS DOS SERVIÇOS PRESTADOS
ALUGUEIS DE IMOVEIS (PJ),(-) CUSTOS DOS SERVIÇOS PRESTADOS
IPTU,(-) CUSTOS DOS SERVIÇOS PRESTADOS
MANUT.E CONSERV. DE PRD. E INSTAL. OPER,(-) CUSTOS DOS SERVIÇOS PRESTADOS
GASTOS COM NEXTEL - OPER.,(-) CUSTOS DOS SERVIÇOS PRESTADOS
GASTOS COM TELEFONIA - OPER.,(-) CUSTOS DOS SERVIÇOS PRESTADOS
Internet,(-) CUSTOS DOS SERVIÇOS PRESTADOS
R.D.A REEMB DESP.VIAGEM(PASSAG/HOTEL),(-) CUSTOS DOS SERVIÇOS PRESTADOS
R.D.A.REEMB. DESP. COMBUSTIVEL/KM/TAXI),(-) CUSTOS DOS SERVIÇOS PRESTADOS
R.D. A.- REEMBOLSO DESPESAS PEDAGIO,(-) CUSTOS DOS SERVIÇOS PRESTADOS
R.D.A. - REEMBOLSO DESPESAS REFEICAO,(-) CUSTOS DOS SERVIÇOS PRESTADOS
MULTAS CONTRATUAIS,(-) CUSTOS DOS SERVIÇOS PRESTADOS
MULTAS POR INFR.DE TRANS. - FROTA,(-) CUSTOS DOS SERVIÇOS PRESTADOS
TAXAS E EMOLUMENTOS,(-) CUSTOS DOS SERVIÇOS PRESTADOS
ICMS SOB COMPRAS - DIF. DE ALIQUOTA,(-) CUSTOS DOS SERVIÇOS PRESTADOS
JUROS FORNECEDORES,(-) CUSTOS DOS SERVIÇOS PRESTADOS
BRINDES - OPER,(-) CUSTOS DOS SERVIÇOS PRESTADOS
CONFRATERNIZACOES - OPER,(-) CUSTOS DOS SERVIÇOS PRESTADOS
COPA E COZINHA - OPER,(-) CUSTOS DOS SERVIÇOS PRESTADOS
COPIAS/FILMES E REPRODUCOES - OPER.,(-) CUSTOS DOS SERVIÇOS PRESTADOS
CORREIOS E MALOTES - OPER,(-) CUSTOS DOS SERVIÇOS PRESTADOS
CUSTAS E PROCESSOS TRABALHISTAS,(-) CUSTOS DOS SERVIÇOS PRESTADOS
DESPESAS LEGAIS E EDITAIS - OPER.,(-) CUSTOS DOS SERVIÇOS PRESTADOS
SINISTROS ATIVOS,(-) CUSTOS DOS SERVIÇOS PRESTADOS
DESPESAS COM REFEICOES,(-) CUSTOS DOS SERVIÇOS PRESTADOS
BENS DE PEQUENO VALOR,(-) CUSTOS DOS SERVIÇOS PRESTADOS
MATERIAL DE INFORMATICA,(-) CUSTOS DOS SERVIÇOS PRESTADOS
DESPESAS EVENTUAIS OPERACIONAL,(-) CUSTOS DOS SERVIÇOS PRESTADOS
MATERIAL DE CONSUMO,(-) CUSTOS DOS SERVIÇOS PRESTADOS
DESPESAS INDEDUTIVEIS,(-) CUSTOS DOS SERVIÇOS PRESTADOS
SALARIOS,(-) DESPESAS ADMINISTRATIVAS
DSR - H.EXTRA,(-) DESPESAS ADMINISTRATIVAS
COMISSOES,(-) DESPESAS ADMINISTRATIVAS
DIARIAS,(-) DESPESAS ADMINISTRATIVAS
PREMIOS / BONUS,(-) DESPESAS ADMINISTRATIVAS
PARTICIPACAO NOS RESULTADOS,(-) DESPESAS ADMINISTRATIVAS
AVISO PREVIO,(-) DESPESAS ADMINISTRATIVAS
INDENIZACOES,(-) DESPESAS ADMINISTRATIVAS
ADICIONAL POR TEMPO DE SERVICO,(-) DESPESAS ADMINISTRATIVAS
OUTRAS REMUNERACOES,(-) DESPESAS ADMINISTRATIVAS
GRATIFICACOES,(-) DESPESAS ADMINISTRATIVAS
ADICIONAL DISPONIBILIDADE,(-) DESPESAS ADMINISTRATIVAS
FERIAS,(-) DESPESAS ADMINISTRATIVAS
PROVISAO DE FERIAS,(-) DESPESAS ADMINISTRATIVAS
PROVISAO DE 13. SALARIO.,(-) DESPESAS ADMINISTRATIVAS
PROVISAO FGTS S/ 13 SALARIO,(-) DESPESAS ADMINISTRATIVAS
PROVISAO FGTS S/ FERIAS,(-) DESPESAS ADMINISTRATIVAS
FGTS - EMPRESA,(-) DESPESAS ADMINISTRATIVAS
FGTS 50%,(-) DESPESAS ADMINISTRATIVAS
INSS - EMPRESA,(-) DESPESAS ADMINISTRATIVAS
PROVISAO INSS S/ 13 SALARIO,(-) DESPESAS ADMINISTRATIVAS
PROVISAO INSS S/ FERIAS,(-) DESPESAS ADMINISTRATIVAS
AUXILIO ALIMENTACAO/REFEICAO - VA / VR,(-) DESPESAS ADMINISTRATIVAS
CESTA BASICA,(-) DESPESAS ADMINISTRATIVAS
ASSISTENCIA MEDICA,(-) DESPESAS ADMINISTRATIVAS
VALE TRANSPORTE - VT,(-) DESPESAS ADMINISTRATIVAS
TAXA ADMINISTRATIVA BENEFICIOS,(-) DESPESAS ADMINISTRATIVAS
TREINAMENTO,(-) DESPESAS ADMINISTRATIVAS
Uniformes,(-) DESPESAS ADMINISTRATIVAS
EXAMES PERIODICOS,(-) DESPESAS ADMINISTRATIVAS
ALUGUEIS DE IMOVEIS E CONDOMINIO (PJ),(-) DESPESAS ADMINISTRATIVAS
AGUA E ESGOTO,(-) DESPESAS ADMINISTRATIVAS
MANUTENCAO CONS. PREDIOS E INST,(-) DESPESAS ADMINISTRATIVAS
IPTU,(-) DESPESAS ADMINISTRATIVAS
TELEFONES,(-) DESPESAS ADMINISTRATIVAS
R.D. - REEMBOLSO DESPESAS CELULARES,(-) DESPESAS ADMINISTRATIVAS
GASTOS COM NEXTEL - ADM.,(-) DESPESAS ADMINISTRATIVAS
Internet,(-) DESPESAS ADMINISTRATIVAS
DEPRECIACAO FISCAL VEICULOS,(-) DESPESAS ADMINISTRATIVAS
DEPRECIACAO FISCAL OUTROS BENS,(-) DESPESAS ADMINISTRATIVAS
DEPRECIACAO FISCAL MOVEIS E UTENSILIOS,(-) DESPESAS ADMINISTRATIVAS
DEPRECIACAO FISCAL COMPUTADORES,(-) DESPESAS ADMINISTRATIVAS
DEPRECIACAO FISCAL INSTALACOES,(-) DESPESAS ADMINISTRATIVAS
DEPRECIACAO FISCAL MAQUINAS,(-) DESPESAS ADMINISTRATIVAS
AMORTIZACOES,(-) DESPESAS ADMINISTRATIVAS
R.D.A.REEMB DESP. VIAGEM(PASSAG./HOTEL),(-) DESPESAS ADMINISTRATIVAS
R.D.A.REEMB. DESP. COMBUSTIVEL/KM/TAXI),(-) DESPESAS ADMINISTRATIVAS
R.D.A.REEMB.DESP. PEDAGIO/ESTACIONAMENTO,(-) DESPESAS ADMINISTRATIVAS
R.D.A. REEMB. DESP. REFEICAO,(-) DESPESAS ADMINISTRATIVAS
SERV. PROF. CONTRATADOS - ADMIN (PJ),(-) DESPESAS ADMINISTRATIVAS
SERV. PROF. CONTRATADOS - ADMIN (PF),(-) DESPESAS ADMINISTRATIVAS
SERV. PROF. CONTRATADOS-ENG. (PJ),(-) DESPESAS ADMINISTRATIVAS
SERV. PROF. CONTRATADOS-INFORM. (PJ),(-) DESPESAS ADMINISTRATIVAS
SERV. PROF. CONTRATADOS - MOTO BOY (PJ),(-) DESPESAS ADMINISTRATIVAS
SERV. PROF. CONTRATADOS - SEG. (PJ),(-) DESPESAS ADMINISTRATIVAS
SERV. PROF.ADVOCATICIOS- ADVOGADO (PJ),(-) DESPESAS ADMINISTRATIVAS
Fretes e Carretos,(-) DESPESAS ADMINISTRATIVAS
CONSULTORIA E ACESSORIA PJ,(-) DESPESAS ADMINISTRATIVAS
FEIRAS/CONGRESSOS/SIMPOSIO E CURSOS,(-) DESPESAS ADMINISTRATIVAS
PROMOCOES EVENTOS.,(-) DESPESAS ADMINISTRATIVAS
PROPAGANDA E PUBLICACOES,(-) DESPESAS ADMINISTRATIVAS
OUTROS GASTOS COM VEICULOS - ADM,(-) DESPESAS ADMINISTRATIVAS
ALUGUEL VEICULOS MAQUINAS/EQUIPAMENTOS,(-) DESPESAS ADMINISTRATIVAS
COMBUSTIVEL ( GAS.ALCOOL) VEIC. ADM.,(-) DESPESAS ADMINISTRATIVAS
DESPESAS C/ MONITORAMENTO - ADM,(-) DESPESAS ADMINISTRATIVAS
IPVA VEICULOS - ADM,(-) DESPESAS ADMINISTRATIVAS
MANUT./CONSERVACAO DE VEICULOS - ADM,(-) DESPESAS ADMINISTRATIVAS
PEDAGIO - ESTACIONAMENTO - ADM,(-) DESPESAS ADMINISTRATIVAS
SEGURO DE VEICULOS - ADM,(-) DESPESAS ADMINISTRATIVAS
BENS DE PEQUENO VALOR ADM,(-) DESPESAS ADMINISTRATIVAS
ALUGUEIS DE MAQ & EQUIP INFORM. (ADM),(-) DESPESAS ADMINISTRATIVAS
IMPRESSOS E MAT. DE ESCRITRIO - ADM,(-) DESPESAS ADMINISTRATIVAS
MATERIAL DE INFORMATICA - ADM,(-) DESPESAS ADMINISTRATIVAS
MATERIAL DE LIMPEZA - ADM,(-) DESPESAS ADMINISTRATIVAS
MATERIAL DE SEGURANCA - EPI´S,(-) DESPESAS ADMINISTRATIVAS
MULTAS DEDUTIVEIS,(-) DESPESAS ADMINISTRATIVAS
MULTAS CONTRATUAIS,(-) DESPESAS ADMINISTRATIVAS
MULTAS DE TRANSITO,(-) DESPESAS ADMINISTRATIVAS
PROVISAO P/ DEVEDORES DUVIDOSOS,(-) DESPESAS ADMINISTRATIVAS
CONFRATERNIZACOES,(-) DESPESAS ADMINISTRATIVAS
COPIAS / FILMES E REPRODUCOES,(-) DESPESAS ADMINISTRATIVAS
Correios e Malotes,(-) DESPESAS ADMINISTRATIVAS
DESPESAS DE CARTORIO,(-) DESPESAS ADMINISTRATIVAS
DESPESAS EVENTUAIS,(-) DESPESAS ADMINISTRATIVAS
DOACOES E CONTRIBUICOES,(-) DESPESAS ADMINISTRATIVAS
EDITAIS E DESPESAS LEGAIS,(-) DESPESAS ADMINISTRATIVAS
MANUTENCAO CONS. MOVEIS E UTENSILIOS,(-) DESPESAS ADMINISTRATIVAS
SINDICATO PATRONAL,(-) DESPESAS ADMINISTRATIVAS
ASSOCIACAO DE CLASSE,(-) DESPESAS ADMINISTRATIVAS
Processos Trabalhistas,(-) DESPESAS ADMINISTRATIVAS
MATERIAL DE CONSUMO,(-) DESPESAS ADMINISTRATIVAS
CUSTAS PROCESSUAIS - CIVEIS,(-) DESPESAS ADMINISTRATIVAS
DESPESAS COM VIAGENS,(-) DESPESAS ADMINISTRATIVAS
AJUSTE DE INVENTARIO,(-) DESPESAS ADMINISTRATIVAS
ICMS S/ COMPRAS,(-) DESPESAS ADMINISTRATIVAS
IPTU,(-) DESPESAS ADMINISTRATIVAS
IMPOSTOS E TAXAS DIVERSAS,(-) DESPESAS ADMINISTRATIVAS
ISS E TAXAS MUNICIPAIS,(-) DESPESAS ADMINISTRATIVAS
DESPESAS BANCARIAS,(-) DESPESAS FINANCEIRAS
TAR. REGISTRO DE COBRANCA,(-) DESPESAS FINANCEIRAS
